step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1210,1211.0,213,7.780763090477846,71,1037.0
1220,1221.0,219,7.358921989633581,58,784.0
1230,1231.0,219,7.287735790091803,80,1021.0
1240,1241.0,217,7.330964586336662,71,1352.0
1250,1251.0,217,7.3710277040168135,68,1475.0
1260,1261.0,219,7.400932115914525,77,1520.0
1270,1271.0,220,7.0047245050064,76,1916.0
1280,1281.0,220,6.925279183971023,72,1937.0
1290,1291.0,214,7.896301475282257,66,1525.0
1300,1301.0,215,7.737549336070284,63,1634.0
1310,1311.0,217,8.164325962296019,61,1887.0
1320,1321.0,219,8.753675677831025,55,1601.0
1330,1331.0,221,8.339615081046963,58,877.0
1340,1341.0,220,8.068377012717644,68,1082.0
1350,1351.0,223,7.717947673450564,73,1314.0
1360,1361.0,223,7.977110631929629,58,1059.0
1370,1371.0,223,7.616843670088326,80,1282.0
1380,1381.0,221,7.144357425525153,71,1111.0
1390,1391.0,222,7.0770770267642,75,1256.0
1400,1401.0,221,7.292521883756368,76,1442.0
1410,1411.0,217,7.667056294196649,73,1601.0
1420,1421.0,220,7.533374158717026,79,1853.0
1430,1431.0,223,7.225687231278933,78,1951.0
1440,1441.0,221,7.618186576575337,63,1431.0
1450,1451.0,225,7.848368059155492,71,1432.0
1460,1461.0,228,7.7451030290249205,59,1553.0
1470,1471.0,226,8.393702541891527,55,1535.0
1480,1481.0,225,8.352296776883469,52,1672.0
1490,1491.0,226,8.375840382629342,54,904.0
1500,1501.0,224,8.820684292203696,49,319.0
1510,1511.0,220,8.033769502156495,59,496.0
1520,1521.0,220,8.089168070678866,67,552.0
1530,1531.0,221,8.141516059185143,60,727.0
1540,1541.0,223,8.036727994732798,59,715.0
1550,1551.0,228,8.569109562049215,51,345.0
1560,1561.0,229,8.230189655757938,63,553.0
1570,1571.0,222,8.207241246545879,43,296.0
1580,1581.0,219,8.620182268880383,52,455.0
1590,1591.0,226,9.080266953027897,40,396.0
1600,1601.0,228,8.147709090566572,59,409.0
1610,1611.0,228,7.854510859360939,72,745.0
1620,1621.0,228,7.794158565811959,67,905.0
1630,1631.0,225,7.472472270584069,67,826.0
1640,1641.0,227,7.080926556040903,69,543.0
1650,1651.0,229,7.327960436673928,70,678.0
1660,1661.0,224,8.236506182337116,61,572.0
1670,1671.0,221,8.147700679948734,51,434.0
1680,1681.0,217,8.03865845743881,63,634.0
1690,1691.0,220,7.939774212193474,68,693.0
1700,1701.0,219,7.767267235899381,64,960.0
1710,1711.0,218,7.817843377179688,64,1174.0
1720,1721.0,214,8.426787061976334,57,1193.0
1730,1731.0,213,8.067270548780048,52,907.0
1740,1741.0,215,7.650372103989475,65,946.0
1750,1751.0,213,7.641396055168327,56,864.0
1760,1761.0,211,7.649761473867632,66,977.0
1770,1771.0,213,7.572735401658461,58,1132.0
1780,1781.0,215,7.345329983469473,62,1332.0
1790,1791.0,216,7.399245764250692,75,1691.0
1800,1801.0,217,7.509585937970236,69,1844.0
1810,1811.0,219,7.601214519936387,70,1567.0
1820,1821.0,223,6.976769469065689,81,1848.0
1830,1831.0,224,6.338367282209648,87,2089.0
1840,1841.0,225,6.9009653925010275,74,2117.0
1850,1851.0,226,7.316908659416456,83,2347.0
1860,1861.0,229,7.46576874053331,79,2473.0
1870,1871.0,226,7.689911775920782,76,2782.0
1880,1881.0,222,6.496161252454069,79,3090.0
1890,1891.0,222,7.085570980340165,74,3078.0
1900,1901.0,227,7.23941672216308,85,3351.0
1910,1911.0,229,6.999935785945294,85,3846.0
1920,1921.0,231,7.1244583238952535,75,4115.0
1930,1931.0,232,7.829395634254259,81,3549.0
