step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1210,1211.0,228,6.947216449661896,83,1660.0
1220,1221.0,231,7.096981027076198,81,1948.0
1230,1231.0,230,7.657655255004376,79,2197.0
1240,1241.0,230,7.042444446364907,84,2588.0
1250,1251.0,229,7.668888474780581,73,2721.0
1260,1261.0,229,7.473901635300427,82,2880.0
1270,1271.0,228,7.699500513701337,76,3110.0
1280,1281.0,227,7.432750437704737,74,3294.0
1290,1291.0,221,7.316348378972421,77,3190.0
1300,1301.0,219,6.762602647412031,91,2937.0
1310,1311.0,224,7.664309302133073,66,2358.0
1320,1321.0,225,8.145230930473078,58,2170.0
1330,1331.0,226,8.217881583265328,66,2383.0
1340,1341.0,231,7.86824290851315,60,2215.0
1350,1351.0,227,7.829288065151546,64,1054.0
1360,1361.0,228,7.508181146622938,73,1242.0
1370,1371.0,229,7.212380007068215,77,1365.0
1380,1381.0,229,7.544700135228382,68,1276.0
1390,1391.0,229,7.508644672120539,82,1701.0
1400,1401.0,228,7.83028292458251,59,1358.0
1410,1411.0,229,8.196522536015936,42,836.0
1420,1421.0,228,8.00081798226123,61,1038.0
1430,1431.0,227,7.292856302257151,69,1172.0
1440,1441.0,224,7.5736743433709455,62,1155.0
1450,1451.0,223,7.864580488619218,67,1196.0
1460,1461.0,224,7.6494200161225,71,1463.0
1470,1471.0,224,7.666549970732758,70,1417.0
1480,1481.0,224,7.677134090564407,59,1312.0
1490,1491.0,225,8.519778963352632,49,457.0
1500,1501.0,224,8.629905749816078,51,399.0
1510,1511.0,223,7.734670429613718,74,728.0
1520,1521.0,223,7.47537276043963,57,597.0
1530,1531.0,225,7.96301753984385,58,302.0
1540,1541.0,227,8.498406762097959,57,434.0
1550,1551.0,226,8.613954004115705,49,491.0
1560,1561.0,230,8.681525371910489,65,678.0
1570,1571.0,224,7.485207666371408,74,921.0
1580,1581.0,227,7.560224383340368,57,671.0
1590,1591.0,232,7.981712931639623,65,617.0
1600,1601.0,231,8.105322424244536,55,509.0
1610,1611.0,235,8.58088279167333,59,551.0
1620,1621.0,234,8.507954696416741,67,892.0
1630,1631.0,229,9.127108406178595,44,633.0
1640,1641.0,231,8.617808053049236,67,505.0
1650,1651.0,222,7.862172032393854,67,741.0
1660,1661.0,224,7.983147413283169,61,776.0
1670,1671.0,220,8.219743875995718,52,525.0
1680,1681.0,215,8.396405481246054,58,489.0
1690,1691.0,218,8.296216863509366,63,605.0
1700,1701.0,214,7.678833098089638,67,707.0
1710,1711.0,215,7.240443448995521,64,933.0
1720,1721.0,212,7.809348883237867,58,825.0
1730,1731.0,212,7.982630198135484,67,1074.0
1740,1741.0,211,8.132400938719432,41,357.0
1750,1751.0,212,7.6760552758266725,58,507.0
1760,1761.0,208,7.296833881820866,77,878.0
1770,1771.0,206,7.370235236391087,68,979.0
1780,1781.0,209,7.255067831585416,63,871.0
1790,1791.0,214,7.9248821930805375,61,1050.0
