step,time,active_vehicles,mean_speed_network,total_queue_len,total_waiting_time_snapshot
1210,1211.0,256,4.995461680795792,125,7784.0
1220,1221.0,261,5.34024627822897,111,5058.0
1230,1231.0,264,5.28176138596984,134,5251.0
1240,1241.0,262,4.831228962845873,147,6223.0
1250,1251.0,264,4.755339016470986,157,6746.0
1260,1261.0,267,4.70295546065415,153,6848.0
1270,1271.0,269,4.676610413287276,150,7191.0
1280,1281.0,270,4.632165787870007,157,7976.0
1290,1291.0,267,4.7504833176564825,147,8530.0
1300,1301.0,272,4.396753283518343,167,9772.0
1310,1311.0,276,5.166859179728603,160,11161.0
1320,1321.0,278,5.061682158908526,155,12080.0
1330,1331.0,283,4.874114042343513,163,11998.0
1340,1341.0,288,4.46382682443216,157,12565.0
1350,1351.0,291,4.7334680204188375,159,12547.0
1360,1361.0,292,4.411878749798199,181,14037.0
1370,1371.0,298,4.525537647481179,172,15392.0
1380,1381.0,300,4.934182795314437,170,16351.0
1390,1391.0,301,4.614001993759884,169,15840.0
1400,1401.0,303,4.477844066120407,165,14371.0
1410,1411.0,308,4.580422590591976,182,15871.0
1420,1421.0,310,4.717307157887334,177,16009.0
1430,1431.0,317,4.154914942967662,192,17346.0
1440,1441.0,314,4.330150110578832,181,16998.0
1450,1451.0,317,3.9896927805398255,197,16598.0
1460,1461.0,322,3.9578605787741683,187,17609.0
1470,1471.0,328,4.701288897020706,192,18771.0
1480,1481.0,327,4.465156686200914,190,20230.0
1490,1491.0,327,4.509082495802041,194,20909.0
1500,1501.0,326,4.503350239056014,195,22483.0
1510,1511.0,326,4.651269082237441,195,22469.0
1520,1521.0,327,4.22684567087723,189,18291.0
1530,1531.0,330,4.162293340106398,201,17431.0
1540,1541.0,333,3.909535484812067,211,18766.0
1550,1551.0,337,4.0953359706674215,212,20010.0
1560,1561.0,337,4.059936058614943,208,19083.0
1570,1571.0,345,4.367400210020582,207,18812.0
1580,1581.0,349,4.495844662086497,201,19357.0
1590,1591.0,354,4.5499640600335916,204,17933.0
1600,1601.0,358,4.612412598218844,202,17003.0
1610,1611.0,359,5.063732847307749,204,17471.0
1620,1621.0,362,4.640478893181114,210,18354.0
1630,1631.0,365,5.275047288321206,196,18283.0
1640,1641.0,366,4.8555931014981315,207,18439.0
1650,1651.0,359,4.747859405942951,216,20263.0
1660,1661.0,356,4.469882498761936,216,20195.0
1670,1671.0,359,4.359228544341538,216,21688.0
1680,1681.0,358,4.051662894549995,220,22722.0
1690,1691.0,356,4.4106279920224765,210,23996.0
1700,1701.0,356,4.29383775941009,220,22371.0
1710,1711.0,358,3.999093345742676,223,21606.0
1720,1721.0,358,4.252075730398883,213,21277.0
1730,1731.0,361,4.37783332401972,205,16541.0
1740,1741.0,360,4.2070517043123346,219,17721.0
1750,1751.0,362,3.9404180243466147,235,18192.0
1760,1761.0,359,3.935617080938407,221,18125.0
1770,1771.0,361,3.872075072157042,238,19979.0
1780,1781.0,362,3.8609829323865927,241,22046.0
1790,1791.0,368,3.6395457057967615,249,24016.0
1800,1801.0,370,3.7319224966140774,257,26309.0
1810,1811.0,370,3.516504201705831,256,28511.0
